"CountryCode","year","population","region"
"NIC",1971,2472656,"Americas"
"NLD",1971,13194497,"Europe"
"NOR",1971,3903039,"Europe"
"NPL",1971,12243768,"Asia"
"NRU",1971,6619,"Oceania"
"NZL",1971,2853000,"Oceania"
"OMN",1971,748973,"Asia"
"PAK",1971,59687140,"Asia"
"PAN",1971,1563115,"Americas"
"PER",1971,13704335,"Americas"
"PHL",1971,36851055,"Asia"
"PLW",1971,11654,"Oceania"
"PNG",1971,2592628,"Oceania"
"POL",1971,32783500,"Europe"
"PRI",1971,2762190,"Americas"
"PRK",1971,14809521,"Asia"
"PRT",1971,8643756,"Europe"
"PRY",1971,2535359,"Americas"
"PSE",1971,NA,"Asia"
"PYF",1971,114313,"Oceania"
"QAT",1971,119424,"Asia"
"ROU",1971,20461567,"Europe"
"RUS",1971,131155000,"Europe"
"RWA",1971,3868337,"Africa"
"SAU",1971,6100994,"Asia"
"SDN",1971,10621472,"Africa"
"SEN",1971,4388458,"Africa"
"SGP",1971,2112900,"Asia"
"SLB",1971,166212,"Oceania"
"SLE",1971,2745779,"Africa"
"SLV",1971,3765166,"Americas"
"SMR",1971,19303,"Europe"
"SOM",1971,3470324,"Africa"
"SRB",1971,NA,"Europe"
"SSD",1971,3734418,"Africa"
"STP",1971,75988,"Africa"
"SUR",1971,372623,"Americas"
"SVK",1971,4557449,"Europe"
"SVN",1971,1738335,"Europe"
"SWE",1971,8098334,"Europe"
"SWZ",1971,458605,"Africa"
"SXM",1971,NA,"Americas"
"SYC",1971,54695,"Africa"
"SYR",1971,6570857,"Asia"
"TCA",1971,5756,"Americas"
"TCD",1971,3726091,"Africa"
"TGO",1971,2185662,"Africa"
"THA",1971,37964925,"Asia"
"TJK",1971,3020391,"Asia"
"TKM",1971,2258964,"Asia"
"TLS",1971,620945,"Asia"
"TON",1971,85518,"Oceania"
"TTO",1971,956366,"Americas"
"TUN",1971,5172691,"Africa"
"TUR",1971,35720568,"Asia"
"TUV",1971,7381,"Oceania"
"TZA",1971,14045824,"Africa"
"UGA",1971,9720399,"Africa"
"UKR",1971,47433805,"Europe"
"URY",1971,2818270,"Americas"
"USA",1971,207661000,"Americas"
"UZB",1971,12477058,"Asia"
"VCT",1971,91440,"Americas"
"VEN",1971,11937805,"Americas"
"VGB",1971,9970,"Americas"
"VIR",1971,71000,"Americas"
"VNM",1971,43725000,"Asia"
"VUT",1971,88022,"Oceania"
"WSM",1971,145439,"Oceania"
"YEM",1971,6300554,"Asia"
"ZAF",1971,23106806,"Africa"
"ZMB",1971,4317748,"Africa"
"ZWE",1971,5351195,"Africa"
"ABW",1972,59840,"Americas"
"AFG",1972,11721940,"Asia"
"AGO",1972,7094834,"Africa"
"ALB",1972,2243126,"Europe"
"AND",1972,26892,"Europe"
"ARE",1972,332760,"Asia"
"ARG",1972,24782949,"Americas"
"ARM",1972,2650484,"Asia"
"ASM",1972,28492,"Oceania"
"ATG",1972,69176,"Americas"
"AUS",1972,13177000,"Oceania"
"AUT",1972,7544201,"Europe"
"AZE",1972,5385267,"Asia"
"BDI",1972,3544047,"Africa"
"BEL",1972,9711115,"Europe"
"BEN",1972,3043567,"Africa"
"BFA",1972,5825173,"Africa"
"BGD",1972,67597470,"Asia"
"BGR",1972,8576200,"Europe"
"BHR",1972,229155,"Asia"
"BHS",1972,177839,"Americas"
"BIH",1972,3851151,"Europe"
"BLR",1972,9188968,"Europe"
"BLZ",1972,127150,"Americas"
"BMU",1972,54200,"Americas"
"BOL",1972,4698083,"Americas"
"BRA",1972,100143598,"Americas"
"BRB",1972,241441,"Americas"
"BRN",1972,142073,"Asia"
"BTN",1972,318045,"Asia"
"BWA",1972,742835,"Africa"
"CAF",1972,1900317,"Africa"
"CAN",1972,21993631,"Americas"
"CHE",1972,6260956,"Europe"
"CHL",1972,9922558,"Americas"
"CHN",1972,862030000,"Asia"
"CIV",1972,5737281,"Africa"
"CMR",1972,6875228,"Africa"
"COD",1972,21120140,"Africa"
"COG",1972,1450518,"Africa"
"COL",1972,23146803,"Americas"
"COM",1972,239235,"Africa"
"CPV",1972,273651,"Africa"
"CRI",1972,1947048,"Americas"
"CUB",1972,9025300,"Americas"
"CUW",1972,147710,"Americas"
"CYM",1972,10136,"Americas"
"CYP",1972,628002,"Asia"
"CZE",1972,9867632,"Europe"
"DEU",1972,78688452,"Europe"
"DJI",1972,179224,"Africa"
"DMA",1972,71734,"Americas"
"DNK",1972,4991596,"Europe"
"DOM",1972,4759934,"Americas"
"DZA",1972,15377093,"Africa"
"ECU",1972,6428711,"Americas"
"EGY",1972,36673642,"Africa"
"ERI",1972,1912302,"Africa"
"ESP",1972,34604469,"Europe"
"EST",1972,1392518,"Europe"
"ETH",1972,30132580,"Africa"
"FIN",1972,4639657,"Europe"
"FJI",1972,542814,"Oceania"
"FRA",1972,52959228,"Europe"
"FRO",1972,40009,"Europe"
"FSM",1972,62298,"Oceania"
"GAB",1972,613123,"Africa"
"GBR",1972,56086065,"Europe"
"GEO",1972,4205300,"Asia"
"GHA",1972,9083573,"Africa"
"GIB",1972,29104,"Europe"
"GIN",1972,4298091,"Africa"
"GMB",1972,474539,"Africa"
"GNB",1972,741490,"Africa"
"GNQ",1972,292585,"Africa"
"GRC",1972,8888628,"Europe"
"GRD",1972,93934,"Americas"
"GRL",1972,48300,"Americas"
"GTM",1972,5941567,"Americas"
"GUM",1972,87587,"Oceania"
"GUY",1972,721948,"Americas"
"HKG",1972,4123600,"Asia"
"HND",1972,2882113,"Americas"
"HRV",1972,4457000,"Europe"
"HTI",1972,4876560,"Americas"
"HUN",1972,10398489,"Europe"
"IDN",1972,121059513,"Asia"
"IMN",1972,57154,"Europe"
"IND",1972,579411513,"Asia"
"IRL",1972,3036850,"Europe"
"IRN",1972,30074298,"Asia"
"IRQ",1972,10599845,"Asia"
"ISL",1972,209137,"Europe"
"ISR",1972,3148000,"Asia"
"ITA",1972,54381345,"Europe"
"JAM",1972,1934828,"Americas"
"JOR",1972,1881214,"Asia"
"JPN",1972,107188000,"Asia"
"KAZ",1972,13176584,"Asia"
"KEN",1972,12083188,"Africa"
"KGZ",1972,3088200,"Asia"
"KHM",1972,7300152,"Asia"
"KIR",1972,52824,"Oceania"
"KNA",1972,44326,"Americas"
"KOR",1972,33505406,"Asia"
"KWT",1972,854604,"Asia"
"LAO",1972,2840841,"Asia"
"LBN",1972,2416735,"Asia"
"LBR",1972,1493711,"Africa"
"LBY",1972,2327490,"Africa"
"LCA",1972,106455,"Americas"
"LIE",1972,22151,"Europe"
"LKA",1972,12861000,"Asia"
"LSO",1972,1076340,"Africa"
"LTU",1972,3213622,"Europe"
"LUX",1972,346600,"Europe"
"LVA",1972,2395674,"Europe"
"MAC",1972,248767,"Asia"
"MAF",1972,5756,"Americas"
"MAR",1972,16695003,"Africa"
"MCO",1972,24051,"Europe"
"MDA",1972,3131000,"Europe"
"MDG",1972,6946620,"Africa"
"MDV",1972,123441,"Asia"
"MEX",1972,55478151,"Americas"
"MHL",1972,22341,"Oceania"
"MKD",1972,1754956,"Europe"
"MLI",1972,6147458,"Africa"
"MLT",1972,302450,"Europe"
"MMR",1972,27680144,"Asia"
"MNE",1972,521785,"Europe"
"MNG",1972,1356670,"Asia"
"MNP",1972,14040,"Oceania"
"MOZ",1972,9595762,"Africa"
"MRT",1972,1217941,"Africa"
"MUS",1972,852053,"Africa"
"MWI",1972,4859610,"Africa"
"MYS",1972,11324251,"Asia"
"NAM",1972,829441,"Africa"
"NCL",1972,125500,"Oceania"
"NER",1972,4768078,"Africa"
"NGA",1972,58662603,"Africa"
"NIC",1972,2549774,"Americas"
"NLD",1972,13328593,"Europe"
"NOR",1972,3933004,"Europe"
"NPL",1972,12499429,"Asia"
"NRU",1972,6743,"Oceania"
"NZL",1972,2903900,"Oceania"
"OMN",1972,776383,"Asia"
"PAK",1972,61338261,"Asia"
"PAN",1972,1607834,"Americas"
"PER",1972,14072476,"Americas"
"PHL",1972,37925400,"Asia"
"PLW",1972,11852,"Oceania"
"PNG",1972,2659851,"Oceania"
"POL",1972,33055650,"Europe"
"PRI",1972,2817256,"Americas"
"PRK",1972,15207771,"Asia"
"PRT",1972,8630430,"Europe"
"PRY",1972,2596739,"Americas"
"PSE",1972,NA,"Asia"
"PYF",1972,118279,"Oceania"
"QAT",1972,130534,"Asia"
"ROU",1972,20657957,"Europe"
"RUS",1972,131909000,"Europe"
"RWA",1972,3983700,"Africa"
"SAU",1972,6393894,"Asia"
"SDN",1972,10974622,"Africa"
"SEN",1972,4525114,"Africa"
"SGP",1972,2152400,"Asia"
"SLB",1972,172598,"Oceania"
"SLE",1972,2803031,"Africa"
"SLV",1972,3861931,"Americas"
"SMR",1972,19398,"Europe"
"SOM",1972,3475022,"Africa"
"SRB",1972,NA,"Europe"
"SSD",1972,3824762,"Africa"
"STP",1972,77537,"Africa"
"SUR",1972,371324,"Americas"
"SVK",1972,4596622,"Europe"
"SVN",1972,1752233,"Europe"
"SWE",1972,8122300,"Europe"
"SWZ",1972,472230,"Africa"
"SXM",1972,NA,"Americas"
"SYC",1972,56029,"Africa"
"SYR",1972,6800141,"Asia"
"TCA",1972,5922,"Americas"
"TCD",1972,3815103,"Africa"
"TGO",1972,2247582,"Africa"
"THA",1972,39061994,"Asia"
"TJK",1972,3111264,"Asia"
"TKM",1972,2324013,"Asia"
"TLS",1972,638499,"Asia"
"TON",1972,86347,"Oceania"
"TTO",1972,968741,"Americas"
"TUN",1972,5287543,"Africa"
"TUR",1972,36587225,"Asia"
"TUV",1972,7458,"Oceania"
"TZA",1972,14506617,"Africa"
"UGA",1972,9988380,"Africa"
"UKR",1972,47783011,"Europe"
"URY",1972,2821439,"Americas"
"USA",1972,209896000,"Americas"
"UZB",1972,12828625,"Asia"
"VCT",1972,92463,"Americas"
"VEN",1972,12286439,"Americas"
"VGB",1972,10125,"Americas"
"VIR",1972,76000,"Americas"
"VNM",1972,44758000,"Asia"
"VUT",1972,90823,"Oceania"
"WSM",1972,147321,"Oceania"
"YEM",1972,6407295,"Asia"
"ZAF",1972,23736489,"Africa"
"ZMB",1972,4469895,"Africa"
"ZWE",1972,5535874,"Africa"
"ABW",1973,60243,"Americas"
"AFG",1973,12027822,"Asia"
"AGO",1973,7277960,"Africa"
"ALB",1973,2296752,"Europe"
"AND",1973,28232,"Europe"
"ARE",1973,397174,"Asia"
"ARG",1973,25213388,"Americas"
"ARM",1973,2712781,"Asia"
"ASM",1973,29014,"Oceania"
"ATG",1973,70066,"Americas"
"AUS",1973,13380000,"Oceania"
"AUT",1973,7586115,"Europe"
"AZE",1973,5483084,"Asia"
"BDI",1973,3578490,"Africa"
"BEL",1973,9741720,"Europe"
"BEN",1973,3113675,"Africa"
"BFA",1973,5930483,"Africa"
"BGD",1973,68691185,"Asia"
"BGR",1973,8620967,"Europe"
"BHR",1973,239527,"Asia"
"BHS",1973,181488,"Americas"
"BIH",1973,3897255,"Europe"
"BLR",1973,9257272,"Europe"
"BLZ",1973,129294,"Americas"
"BMU",1973,53800,"Americas"
"BOL",1973,4798509,"Americas"
"BRA",1973,102584278,"Americas"
"BRB",1973,242976,"Americas"
"BRN",1973,148560,"Asia"
"BTN",1973,328312,"Asia"
"BWA",1973,768512,"Africa"
"CAF",1973,1936841,"Africa"
"CAN",1973,22369408,"Americas"
"CHE",1973,6307347,"Europe"
"CHL",1973,10096295,"Americas"
"CHN",1973,881940000,"Asia"
"CIV",1973,6013862,"Africa"
"CMR",1973,7060603,"Africa"
"COD",1973,21689239,"Africa"
"COG",1973,1496047,"Africa"
"COL",1973,23674504,"Americas"
"COM",1973,244208,"Africa"
"CPV",1973,273005,"Africa"
"CRI",1973,1995743,"Americas"
"CUB",1973,9176052,"Americas"
"CUW",1973,146912,"Americas"
"CYM",1973,10784,"Americas"
"CYP",1973,635111,"Asia"
"CZE",1973,9922266,"Europe"
"DEU",1973,78936666,"Europe"
"DJI",1973,190568,"Africa"
"DMA",1973,71744,"Americas"
"DNK",1973,5021861,"Europe"
"DOM",1973,4889436,"Americas"
"DZA",1973,15804428,"Africa"
"ECU",1973,6611916,"Americas"
"EGY",1973,37488067,"Africa"
"ERI",1973,1965160,"Africa"
"ESP",1973,34988947,"Europe"
"EST",1973,1405951,"Europe"
"ETH",1973,31025115,"Africa"
"FIN",1973,4666081,"Europe"
"FJI",1973,554107,"Oceania"
"FRA",1973,53441264,"Europe"
"FRO",1973,40486,"Europe"
"FSM",1973,62290,"Oceania"
"GAB",1973,624621,"Africa"
"GBR",1973,56194527,"Europe"
"GEO",1973,4242500,"Asia"
"GHA",1973,9350111,"Africa"
"GIB",1973,29278,"Europe"
"GIN",1973,4324360,"Africa"
"GMB",1973,489861,"Africa"
"GNB",1973,756280,"Africa"
"GNQ",1973,281021,"Africa"
"GRC",1973,8929086,"Europe"
"GRD",1973,93630,"Americas"
"GRL",1973,49000,"Americas"
"GTM",1973,6104530,"Americas"
"GUM",1973,89464,"Oceania"
"GUY",1973,729916,"Americas"
"HKG",1973,4241600,"Asia"
"HND",1973,2968994,"Americas"
"HRV",1973,4478000,"Europe"
"HTI",1973,4960657,"Americas"
"HUN",1973,10432055,"Europe"
"IDN",1973,124242298,"Asia"
"IMN",1973,57900,"Europe"
"IND",1973,593058926,"Asia"
"IRL",1973,3085950,"Europe"
"IRN",1973,30904271,"Asia"
"IRQ",1973,10951166,"Asia"
"ISL",1973,212317,"Europe"
"ISR",1973,3278000,"Asia"
"ITA",1973,54751406,"Europe"
"JAM",1973,1966700,"Americas"
"JOR",1973,1945626,"Asia"
"JPN",1973,108079000,"Asia"
"KAZ",1973,13382211,"Asia"
"KEN",1973,12529852,"Africa"
"KGZ",1973,3153800,"Asia"
"KHM",1973,7447285,"Asia"
"KIR",1973,53604,"Oceania"
"KNA",1973,44316,"Americas"
"KOR",1973,34103149,"Asia"
"KWT",1973,908520,"Asia"
"LAO",1973,2919287,"Asia"
"LBN",1973,2480419,"Asia"
"LBR",1973,1535229,"Africa"
"LBY",1973,2430755,"Africa"
"LCA",1973,107466,"Americas"
"LIE",1973,22563,"Europe"
"LKA",1973,13091000,"Asia"
"LSO",1973,1099235,"Africa"
"LTU",1973,3244438,"Europe"
"LUX",1973,350450,"Europe"
"LVA",1973,2415819,"Europe"
"MAC",1973,246947,"Asia"
"MAF",1973,5915,"Americas"
"MAR",1973,17049165,"Africa"
"MCO",1973,24439,"Europe"
"MDA",1973,3174000,"Europe"
"MDG",1973,7142627,"Africa"
"MDV",1973,127791,"Asia"
"MEX",1973,57280587,"Americas"
"MHL",1973,23439,"Oceania"
"MKD",1973,1768992,"Europe"
"MLI",1973,6256187,"Africa"
"MLT",1973,302200,"Europe"
"MMR",1973,28347341,"Asia"
"MNE",1973,530220,"Europe"
"MNG",1973,1397304,"Asia"
"MNP",1973,14492,"Oceania"
"MOZ",1973,9827580,"Africa"
"MRT",1973,1253874,"Africa"
"MUS",1973,864819,"Africa"
"MWI",1973,4996940,"Africa"
"MYS",1973,11592698,"Asia"
"NAM",1973,855380,"Africa"
"NCL",1973,128500,"Oceania"
"NER",1973,4902006,"Africa"
"NGA",1973,60110433,"Africa"
"NIC",1973,2629505,"Americas"
"NLD",1973,13439322,"Europe"
"NOR",1973,3960612,"Europe"
"NPL",1973,12764957,"Asia"
"NRU",1973,6862,"Oceania"
"NZL",1973,2961300,"Oceania"
"OMN",1973,806991,"Asia"
"PAK",1973,63059481,"Asia"
"PAN",1973,1653256,"Americas"
"PER",1973,14447648,"Americas"
"PHL",1973,39026082,"Asia"
"PLW",1973,12046,"Oceania"
"PNG",1973,2729580,"Oceania"
"POL",1973,33357200,"Europe"
"PRI",1973,2878786,"Americas"
"PRK",1973,15593351,"Asia"
"PRT",1973,8633100,"Europe"
"PRY",1973,2659088,"Americas"
"PSE",1973,NA,"Asia"
"PYF",1973,122356,"Oceania"
"QAT",1973,142241,"Asia"
"ROU",1973,20835681,"Europe"
"RUS",1973,132669000,"Europe"
"RWA",1973,4102321,"Africa"
"SAU",1973,6714095,"Asia"
"SDN",1973,11343926,"Africa"
"SEN",1973,4664444,"Africa"
"SGP",1973,2193000,"Asia"
"SLB",1973,179349,"Oceania"
"SLE",1973,2863739,"Africa"
"SLV",1973,3958323,"Americas"
"SMR",1973,19466,"Europe"
"SOM",1973,3506008,"Africa"
"SRB",1973,NA,"Europe"
"SSD",1973,3918922,"Africa"
"STP",1973,79022,"Africa"
"SUR",1973,368344,"Americas"
"SVK",1973,4641445,"Europe"
"SVN",1973,1766697,"Europe"
"SWE",1973,8136312,"Europe"
"SWZ",1973,486561,"Africa"
"SXM",1973,NA,"Americas"
"SYC",1973,56892,"Africa"
"SYR",1973,7037851,"Asia"
"TCA",1973,6126,"Americas"
"TCD",1973,3907632,"Africa"
"TGO",1973,2303345,"Africa"
"THA",1973,40164966,"Asia"
"TJK",1973,3203019,"Asia"
"TKM",1973,2390213,"Asia"
"TLS",1973,654437,"Asia"
"TON",1973,86988,"Oceania"
"TTO",1973,982592,"Americas"
"TUN",1973,5405355,"Africa"
"TUR",1973,37472298,"Asia"
"TUV",1973,7537,"Oceania"
"TZA",1973,14985131,"Africa"
"UGA",1973,10256429,"Africa"
"UKR",1973,48127172,"Europe"
"URY",1973,2822081,"Americas"
"USA",1973,211909000,"Americas"
"UZB",1973,13173590,"Asia"
"VCT",1973,93517,"Americas"
"VEN",1973,12636969,"Americas"
"VGB",1973,10264,"Americas"
"VIR",1973,84000,"Americas"
"VNM",1973,45825000,"Asia"
"VUT",1973,93765,"Oceania"
"WSM",1973,148889,"Oceania"
"YEM",1973,6523452,"Asia"
"ZAF",1973,24384538,"Africa"
"ZMB",1973,4629402,"Africa"
"ZWE",1973,5727044,"Africa"
"ABW",1974,60528,"Americas"
"AFG",1974,12321541,"Asia"
"AGO",1974,7474338,"Africa"
"ALB",1974,2350124,"Europe"
"AND",1974,29520,"Europe"
"ARE",1974,471364,"Asia"
"ARG",1974,25644506,"Americas"
"ARM",1974,2773747,"Asia"
"ASM",1974,29488,"Oceania"
"ATG",1974,70878,"Americas"
"AUS",1974,13723000,"Oceania"
"AUT",1974,7599038,"Europe"
"AZE",1974,5579077,"Asia"
"BDI",1974,3618585,"Africa"
"BEL",1974,9772419,"Europe"
"BEN",1974,3187412,"Africa"
"BFA",1974,6040041,"Africa"
"BGD",1974,69884420,"Asia"
"BGR",1974,8678745,"Europe"
"BHR",1974,251911,"Asia"
"BHS",1974,185099,"Americas"
"BIH",1974,3942223,"Europe"
"BLR",1974,9317584,"Europe"
"BLZ",1974,131307,"Americas"
"BMU",1974,53400,"Americas"
"BOL",1974,4902168,"Americas"
"BRA",1974,105069367,"Americas"
"BRB",1974,244539,"Americas"
"BRN",1974,155109,"Asia"
"BTN",1974,338943,"Asia"
"BWA",1974,796095,"Africa"
"CAF",1974,1975521,"Africa"
"CAN",1974,22774087,"Americas"
"CHE",1974,6341405,"Europe"
"CHL",1974,10267056,"Americas"
"CHN",1974,900350000,"Asia"
"CIV",1974,6305287,"Africa"
"CMR",1974,7254468,"Africa"
"COD",1974,22280923,"Africa"
"COG",1974,1542690,"Africa"
"COL",1974,24208021,"Americas"
"COM",1974,250104,"Africa"
"CPV",1974,272292,"Africa"
"CRI",1974,2045580,"Americas"
"CUB",1974,9315373,"Americas"
"CUW",1974,148351,"Americas"
"CYM",1974,11498,"Americas"
"CYP",1974,642339,"Asia"
"CZE",1974,9988459,"Europe"
"DEU",1974,78967433,"Europe"
"DJI",1974,205181,"Africa"
"DMA",1974,71807,"Americas"
"DNK",1974,5045297,"Europe"
"DOM",1974,5019473,"Americas"
"DZA",1974,16247113,"Africa"
"ECU",1974,6798206,"Americas"
"EGY",1974,38322022,"Africa"
"ERI",1974,2019717,"Africa"
"ESP",1974,35373335,"Europe"
"EST",1974,1418169,"Europe"
"ETH",1974,31851708,"Africa"
"FIN",1974,4690574,"Europe"
"FJI",1974,565388,"Oceania"
"FRA",1974,53882416,"Europe"
"FRO",1974,40955,"Europe"
"FSM",1974,62476,"Oceania"
"GAB",1974,636696,"Africa"
"GBR",1974,56229974,"Europe"
"GEO",1974,4279500,"Asia"
"GHA",1974,9604276,"Africa"
"GIB",1974,29427,"Europe"
"GIN",1974,4345545,"Africa"
"GMB",1974,505512,"Africa"
"GNB",1974,768945,"Africa"
"GNQ",1974,269426,"Africa"
"GRC",1974,8962022,"Europe"
"GRD",1974,93152,"Americas"
"GRL",1974,49500,"Americas"
"GTM",1974,6268707,"Americas"
"GUM",1974,91377,"Oceania"
"GUY",1974,737847,"Americas"
"HKG",1974,4377800,"Asia"
"HND",1974,3059254,"Americas"
"HRV",1974,4497000,"Europe"
"HTI",1974,5047944,"Americas"
"HUN",1974,10478720,"Europe"
"IDN",1974,127465231,"Asia"
"IMN",1974,58655,"Europe"
"IND",1974,607050255,"Asia"
"IRL",1974,3137500,"Europe"
"IRN",1974,31785500,"Asia"
"IRQ",1974,11312305,"Asia"
"ISL",1974,215209,"Europe"
"ISR",1974,3377000,"Asia"
"ITA",1974,55110868,"Europe"
"JAM",1974,1998034,"Americas"
"JOR",1974,2004833,"Asia"
"JPN",1974,110162000,"Asia"
"KAZ",1974,13577049,"Asia"
"KEN",1974,12997595,"Africa"
"KGZ",1974,3223900,"Asia"
"KHM",1974,7531424,"Asia"
"KIR",1974,54380,"Oceania"
"KNA",1974,44331,"Americas"
"KOR",1974,34692266,"Asia"
"KWT",1974,964834,"Asia"
"LAO",1974,2990965,"Asia"
"LBN",1974,2535497,"Asia"
"LBR",1974,1578952,"Africa"
"LBY",1974,2536888,"Africa"
"LCA",1974,108532,"Americas"
"LIE",1974,22981,"Europe"
"LKA",1974,13284000,"Asia"
"LSO",1974,1123855,"Africa"
"LTU",1974,3273894,"Europe"
"LUX",1974,355050,"Europe"
"LVA",1974,2437186,"Europe"
"MAC",1974,244284,"Asia"
"MAF",1974,6078,"Americas"
"MAR",1974,17416964,"Africa"
"MCO",1974,24835,"Europe"
"MDA",1974,3215000,"Europe"
"MDG",1974,7345780,"Africa"
"MDV",1974,132195,"Asia"
"MEX",1974,59088193,"Americas"
"MHL",1974,24531,"Oceania"
"MKD",1974,1784398,"Europe"
"MLI",1974,6368348,"Africa"
"MLT",1974,301996,"Europe"
"MMR",1974,29027734,"Asia"
"MNE",1974,538902,"Europe"
"MNG",1974,1438425,"Asia"
"MNP",1974,14859,"Oceania"
"MOZ",1974,10076172,"Africa"
"MRT",1974,1290790,"Africa"
"MUS",1974,878042,"Africa"
"MWI",1974,5141202,"Africa"
"MYS",1974,11871233,"Asia"
"NAM",1974,880785,"Africa"
"NCL",1974,131000,"Oceania"
"NER",1974,5040656,"Africa"
"NGA",1974,61673559,"Africa"
"NIC",1974,2711848,"Americas"
"NLD",1974,13545056,"Europe"
"NOR",1974,3985258,"Europe"
"NPL",1974,13040404,"Asia"
"NRU",1974,6972,"Oceania"
"NZL",1974,3023700,"Oceania"
"OMN",1974,841948,"Asia"
"PAK",1974,64870833,"Asia"
"PAN",1974,1699113,"Americas"
"PER",1974,14832841,"Americas"
"PHL",1974,40149961,"Asia"
"PLW",1974,12197,"Oceania"
"PNG",1974,2802243,"Oceania"
"POL",1974,33678899,"Europe"
"PRI",1974,2939299,"Americas"
"PRK",1974,15952078,"Asia"
"PRT",1974,8754365,"Europe"
"PRY",1974,2723523,"Americas"
"PSE",1974,NA,"Asia"
"PYF",1974,126486,"Oceania"
"QAT",1974,153704,"Asia"
"ROU",1974,21029429,"Europe"
"RUS",1974,133432000,"Europe"
"RWA",1974,4226799,"Africa"
"SAU",1974,7059334,"Asia"
"SDN",1974,11732958,"Africa"
"SEN",1974,4802348,"Africa"
"SGP",1974,2229800,"Asia"
"SLB",1974,186332,"Oceania"
"SLE",1974,2927468,"Africa"
"SLV",1974,4053713,"Americas"
"SMR",1974,19562,"Europe"
"SOM",1974,3627504,"Africa"
"SRB",1974,NA,"Europe"
"SSD",1974,4017075,"Africa"
"STP",1974,80670,"Africa"
"SUR",1974,365099,"Americas"
"SVK",1974,4689623,"Europe"
"SVN",1974,1776132,"Europe"
"SWE",1974,8159955,"Europe"
"SWZ",1974,501512,"Africa"
"SXM",1974,NA,"Americas"
"SYC",1974,57937,"Africa"
"SYR",1974,7283177,"Asia"
"TCA",1974,6346,"Americas"
"TCD",1974,3999512,"Africa"
"TGO",1974,2356622,"Africa"
"THA",1974,41259536,"Asia"
"TJK",1974,3296095,"Asia"
"TKM",1974,2457382,"Asia"
"TLS",1974,664223,"Asia"
"TON",1974,87609,"Oceania"
"TTO",1974,997053,"Americas"
"TUN",1974,5526764,"Africa"
"TUR",1974,38370241,"Asia"
"TUV",1974,7616,"Oceania"
"TZA",1974,15477294,"Africa"
"UGA",1974,10533716,"Africa"
"UKR",1974,48455122,"Europe"
"URY",1974,2824069,"Americas"
"USA",1974,213854000,"Americas"
"UZB",1974,13525094,"Asia"
"VCT",1974,94568,"Americas"
"VEN",1974,12994025,"Americas"
"VGB",1974,10379,"Americas"
"VIR",1974,90000,"Americas"
"VNM",1974,46918000,"Asia"
"VUT",1974,96796,"Oceania"
"WSM",1974,150221,"Oceania"
"YEM",1974,6661566,"Asia"
"ZAF",1974,25040940,"Africa"
"ZMB",1974,4794754,"Africa"
"ZWE",1974,5920943,"Africa"
"ABW",1975,60657,"Americas"
"AFG",1975,12590286,"Asia"
"AGO",1975,7682479,"Africa"
"ALB",1975,2404831,"Europe"
"AND",1975,30705,"Europe"
"ARE",1975,554324,"Asia"
"ARG",1975,26066975,"Americas"
"ARM",1975,2832757,"Asia"
"ASM",1975,29932,"Oceania"
"ATG",1975,71609,"Americas"
"AUS",1975,13893000,"Oceania"
"AUT",1975,7578903,"Europe"
"AZE",1975,5674137,"Asia"
"BDI",1975,3671494,"Africa"
"BEL",1975,9800700,"Europe"
"BEN",1975,3265165,"Africa"
"BFA",1975,6154545,"Africa"
"BGD",1975,71305923,"Asia"
"BGR",1975,8720742,"Europe"
"BHR",1975,266543,"Asia"
"BHS",1975,188882,"Americas"
"BIH",1975,3985103,"Europe"
"BLR",1975,9367000,"Europe"
"BLZ",1975,133260,"Americas"
"BMU",1975,53000,"Americas"
"BOL",1975,5009257,"Americas"
"BRA",1975,107612100,"Americas"
"BRB",1975,246034,"Americas"
"BRN",1975,161671,"Asia"
"BTN",1975,349982,"Asia"
"BWA",1975,825840,"Africa"
"CAF",1975,2017372,"Africa"
"CAN",1975,23209000,"Americas"
"CHE",1975,6338632,"Europe"
"CHL",1975,10435534,"Americas"
"CHN",1975,916395000,"Asia"
"CIV",1975,6608609,"Africa"
"CMR",1975,7457362,"Africa"
"COD",1975,22902319,"Africa"
"COG",1975,1590039,"Africa"
"COL",1975,24756973,"Americas"
"COM",1975,257290,"Africa"
"CPV",1975,272423,"Africa"
"CRI",1975,2097407,"Americas"
"CUB",1975,9438442,"Americas"
"CUW",1975,149129,"Americas"
"CYM",1975,12244,"Americas"
"CYP",1975,649755,"Asia"
"CZE",1975,10058620,"Europe"
"DEU",1975,78673554,"Europe"
"DJI",1975,224183,"Africa"
"DMA",1975,72094,"Americas"
"DNK",1975,5059862,"Europe"
"DOM",1975,5149935,"Americas"
"DZA",1975,16709099,"Africa"
"ECU",1975,6987391,"Americas"
"EGY",1975,39187702,"Africa"
"ERI",1975,2075965,"Africa"
"ESP",1975,35757900,"Europe"
"EST",1975,1429352,"Europe"
"ETH",1975,32566821,"Africa"
"FIN",1975,4711440,"Europe"
"FJI",1975,576595,"Oceania"
"FRA",1975,54252574,"Europe"
"FRO",1975,41407,"Europe"
"FSM",1975,63144,"Oceania"
"GAB",1975,649716,"Africa"
"GBR",1975,56225800,"Europe"
"GEO",1975,4311200,"Asia"
"GHA",1975,9831407,"Africa"
"GIB",1975,29578,"Europe"
