"CountryCode","year","population","region"
"LCA",1989,135956,"Americas"
"LIE",1989,28407,"Europe"
"LKA",1989,16841000,"Asia"
"LSO",1989,1576022,"Africa"
"LTU",1989,3684255,"Europe"
"LUX",1989,377100,"Europe"
"LVA",1989,2666955,"Europe"
"MAC",1989,332901,"Asia"
"MAF",1989,27676,"Americas"
"MAR",1989,24421191,"Africa"
"MCO",1989,29312,"Europe"
"MDA",1989,3681000,"Europe"
"MDG",1989,11268658,"Africa"
"MDV",1989,216595,"Asia"
"MEX",1989,83697891,"Americas"
"MHL",1989,45814,"Oceania"
"MKD",1989,1996870,"Europe"
"MLI",1989,8309531,"Africa"
"MLT",1989,350722,"Europe"
"MMR",1989,40014862,"Asia"
"MNE",1989,606571,"Europe"
"MNG",1989,2141008,"Asia"
"MNP",1989,39808,"Oceania"
"MOZ",1989,13059613,"Africa"
"MRT",1989,1976030,"Africa"
"MUS",1989,1051260,"Africa"
"MWI",1989,9094671,"Africa"
"MYS",1989,17535971,"Asia"
"NAM",1989,1359933,"Africa"
"NCL",1989,166898,"Oceania"
"NER",1989,7768995,"Africa"
"NGA",1989,92844353,"Africa"
"NIC",1989,4055265,"Americas"
"NLD",1989,14848907,"Europe"
"NOR",1989,4226901,"Europe"
"NPL",1989,18293514,"Asia"
"NRU",1989,8956,"Oceania"
"NZL",1989,3299200,"Oceania"
"OMN",1989,1741160,"Asia"
"PAK",1989,104588490,"Asia"
"PAN",1989,2419491,"Americas"
"PER",1989,21368859,"Americas"
"PHL",1989,60391867,"Asia"
"PLW",1989,14757,"Oceania"
"PNG",1989,4205654,"Oceania"
"POL",1989,37961529,"Europe"
"PRI",1989,3505650,"Americas"
"PRK",1989,19993755,"Asia"
"PRT",1989,10005000,"Europe"
"PRY",1989,4103911,"Americas"
"PSE",1989,NA,"Asia"
"PYF",1989,194252,"Oceania"
"QAT",1989,461870,"Asia"
"ROU",1989,23161458,"Europe"
"RUS",1989,147721000,"Europe"
"RWA",1989,7216028,"Africa"
"SAU",1989,15755944,"Asia"
"SDN",1989,19475609,"Africa"
"SEN",1989,7328600,"Africa"
"SGP",1989,2930901,"Asia"
"SLB",1989,303253,"Oceania"
"SLE",1989,4249468,"Africa"
"SLV",1989,5185943,"Americas"
"SMR",1989,23740,"Europe"
"SOM",1989,7298417,"Africa"
"SRB",1989,NA,"Europe"
"SSD",1989,5777498,"Africa"
"STP",1989,111627,"Africa"
"SUR",1989,399492,"Americas"
"SVK",1989,5275942,"Europe"
"SVN",1989,1996351,"Europe"
"SWE",1989,8492964,"Europe"
"SWZ",1989,832682,"Africa"
"SXM",1989,NA,"Americas"
"SYC",1989,69167,"Africa"
"SYR",1989,12080444,"Asia"
"TCA",1989,11017,"Americas"
"TCD",1989,5768086,"Africa"
"TGO",1989,3686373,"Africa"
"THA",1989,55795106,"Asia"
"TJK",1989,5149803,"Asia"
"TKM",1989,3585867,"Asia"
"TLS",1989,731444,"Asia"
"TON",1989,94929,"Oceania"
"TTO",1989,1213624,"Americas"
"TUN",1989,8050932,"Africa"
"TUR",1989,52992429,"Asia"
"TUV",1989,8947,"Oceania"
"TZA",1989,24660575,"Africa"
"UGA",1989,16846090,"Africa"
"UKR",1989,51773000,"Europe"
"URY",1989,3088984,"Americas"
"USA",1989,246819000,"Americas"
"UZB",1989,19979127,"Asia"
"VCT",1989,107084,"Americas"
"VEN",1989,19388342,"Americas"
"VGB",1989,15900,"Americas"
"VIR",1989,103000,"Americas"
"VNM",1989,64774000,"Asia"
"VUT",1989,142849,"Oceania"
"WSM",1989,161998,"Oceania"
"YEM",1989,11523267,"Asia"
"ZAF",1989,35965131,"Africa"
"ZMB",1989,7813808,"Africa"
"ZWE",1989,9902540,"Africa"
"ABW",1990,62149,"Americas"
"AFG",1990,12249114,"Asia"
"AGO",1990,12171441,"Africa"
"ALB",1990,3286542,"Europe"
"AND",1990,54509,"Europe"
"ARE",1990,1860174,"Asia"
"ARG",1990,32729739,"Americas"
"ARM",1990,3538165,"Asia"
"ASM",1990,47038,"Oceania"
"ATG",1990,66696,"Americas"
"AUS",1990,17065100,"Oceania"
"AUT",1990,7677850,"Europe"
"AZE",1990,7159000,"Asia"
"BDI",1990,5415415,"Africa"
"BEL",1990,9967379,"Europe"
"BEN",1990,4978496,"Africa"
"BFA",1990,8811034,"Africa"
"BGD",1990,106188642,"Asia"
"BGR",1990,8718289,"Europe"
"BHR",1990,495931,"Asia"
"BHS",1990,256336,"Americas"
"BIH",1990,4463422,"Europe"
"BLR",1990,10189000,"Europe"
"BLZ",1990,187552,"Americas"
"BMU",1990,59326,"Americas"
"BOL",1990,6856244,"Americas"
"BRA",1990,149352145,"Americas"
"BRB",1990,260374,"Americas"
"BRN",1990,258785,"Asia"
"BTN",1990,537280,"Asia"
"BWA",1990,1377912,"Africa"
"CAF",1990,2939780,"Africa"
"CAN",1990,27791000,"Americas"
"CHE",1990,6715519,"Europe"
"CHL",1990,13242132,"Americas"
"CHN",1990,1135185000,"Asia"
"CIV",1990,12267754,"Africa"
"CMR",1990,11715218,"Africa"
"COD",1990,34614581,"Africa"
"COG",1990,2440457,"Africa"
"COL",1990,34271565,"Americas"
"COM",1990,411594,"Africa"
"CPV",1990,341883,"Africa"
"CRI",1990,3095995,"Americas"
"CUB",1990,10582081,"Americas"
"CUW",1990,145400,"Americas"
"CYM",1990,25010,"Americas"
"CYP",1990,766614,"Asia"
"CZE",1990,10333355,"Europe"
"DEU",1990,79433029,"Europe"
"DJI",1990,590398,"Africa"
"DMA",1990,70926,"Americas"
"DNK",1990,5140939,"Europe"
"DOM",1990,7183647,"Americas"
"DZA",1990,25912367,"Africa"
"ECU",1990,10218091,"Americas"
"EGY",1990,57412215,"Africa"
"ERI",1990,3113311,"Africa"
"ESP",1990,38867322,"Europe"
"EST",1990,1569174,"Europe"
"ETH",1990,48086516,"Africa"
"FIN",1990,4986431,"Europe"
"FJI",1990,728628,"Oceania"
"FRA",1990,58512808,"Europe"
"FRO",1990,47594,"Europe"
"FSM",1990,96331,"Oceania"
"GAB",1990,952212,"Africa"
"GBR",1990,57247586,"Europe"
"GEO",1990,4802000,"Asia"
"GHA",1990,14628260,"Africa"
"GIB",1990,29164,"Europe"
"GIN",1990,6041094,"Africa"
"GMB",1990,916808,"Africa"
"GNB",1990,1012280,"Africa"
"GNQ",1990,426846,"Africa"
"GRC",1990,10196792,"Europe"
"GRD",1990,96283,"Americas"
"GRL",1990,55600,"Americas"
"GTM",1990,9263813,"Americas"
"GUM",1990,130482,"Oceania"
"GUY",1990,743309,"Americas"
"HKG",1990,5704500,"Asia"
"HND",1990,4955328,"Americas"
"HRV",1990,4780000,"Europe"
"HTI",1990,7099732,"Americas"
"HUN",1990,10373988,"Europe"
"IDN",1990,181436821,"Asia"
"IMN",1990,68429,"Europe"
"IND",1990,870133480,"Asia"
"IRL",1990,3513974,"Europe"
"IRN",1990,56226185,"Asia"
"IRQ",1990,17469005,"Asia"
"ISL",1990,254826,"Europe"
"ISR",1990,4660000,"Asia"
"ITA",1990,56719240,"Europe"
"JAM",1990,2424242,"Americas"
"JOR",1990,3560582,"Asia"
"JPN",1990,123537000,"Asia"
"KAZ",1990,16348000,"Asia"
"KEN",1990,23402507,"Africa"
"KGZ",1990,4391200,"Asia"
"KHM",1990,8973342,"Asia"
"KIR",1990,72412,"Oceania"
"KNA",1990,40834,"Americas"
"KOR",1990,42869283,"Asia"
"KWT",1990,2099615,"Asia"
"LAO",1990,4258472,"Asia"
"LBN",1990,2703016,"Asia"
"LBR",1990,2097232,"Africa"
"LBY",1990,4436661,"Africa"
"LCA",1990,138185,"Americas"
"LIE",1990,28747,"Europe"
"LKA",1990,17078000,"Asia"
"LSO",1990,1603938,"Africa"
"LTU",1990,3697838,"Europe"
"LUX",1990,381850,"Europe"
"LVA",1990,2663151,"Europe"
"MAC",1990,343935,"Asia"
"MAF",1990,30036,"Americas"
"MAR",1990,24879136,"Africa"
"MCO",1990,29439,"Europe"
"MDA",1990,3696000,"Europe"
"MDG",1990,11598633,"Africa"
"MDV",1990,218000,"Asia"
"MEX",1990,85357874,"Americas"
"MHL",1990,47298,"Oceania"
"MKD",1990,1996228,"Europe"
"MLI",1990,8465188,"Africa"
"MLT",1990,354170,"Europe"
"MMR",1990,40626250,"Asia"
"MNE",1990,606372,"Europe"
"MNG",1990,2184145,"Asia"
"MNP",1990,42538,"Oceania"
"MOZ",1990,13247649,"Africa"
"MRT",1990,2030140,"Africa"
"MUS",1990,1058775,"Africa"
"MWI",1990,9437553,"Africa"
"MYS",1990,18038321,"Asia"
"NAM",1990,1414692,"Africa"
"NCL",1990,170899,"Oceania"
"NER",1990,8012861,"Africa"
"NGA",1990,95269988,"Africa"
"NIC",1990,4144565,"Americas"
"NLD",1990,14951510,"Europe"
"NOR",1990,4241473,"Europe"
"NPL",1990,18749406,"Asia"
"NRU",1990,9157,"Oceania"
"NZL",1990,3329800,"Oceania"
"OMN",1990,1812160,"Asia"
"PAK",1990,107678614,"Asia"
"PAN",1990,2471009,"Americas"
"PER",1990,21826658,"Americas"
"PHL",1990,61947348,"Asia"
"PLW",1990,15088,"Oceania"
"PNG",1990,4313059,"Oceania"
"POL",1990,38110782,"Europe"
"PRI",1990,3537000,"Americas"
"PRK",1990,20293054,"Asia"
"PRT",1990,9983218,"Europe"
"PRY",1990,4213742,"Americas"
"PSE",1990,1978248,"Asia"
"PYF",1990,198375,"Oceania"
"QAT",1990,476445,"Asia"
"ROU",1990,23201835,"Europe"
"RUS",1990,148292000,"Europe"
"RWA",1990,7235798,"Africa"
"SAU",1990,16326815,"Asia"
"SDN",1990,20147590,"Africa"
"SEN",1990,7555617,"Africa"
"SGP",1990,3047132,"Asia"
"SLB",1990,311840,"Oceania"
"SLE",1990,4312246,"Africa"
"SLV",1990,5254984,"Americas"
"SMR",1990,24043,"Europe"
"SOM",1990,7397347,"Africa"
"SRB",1990,7586000,"Europe"
"SSD",1990,5768481,"Africa"
"STP",1990,113893,"Africa"
"SUR",1990,407472,"Americas"
"SVK",1990,5299187,"Europe"
"SVN",1990,1998161,"Europe"
"SWE",1990,8558835,"Europe"
"SWZ",1990,861373,"Africa"
"SXM",1990,NA,"Americas"
"SYC",1990,69507,"Africa"
"SYR",1990,12446171,"Asia"
"TCA",1990,11552,"Americas"
"TCD",1990,5956859,"Africa"
"TGO",1990,3786940,"Africa"
"THA",1990,56582821,"Asia"
"TJK",1990,5283728,"Asia"
"TKM",1990,3683966,"Asia"
"TLS",1990,751933,"Asia"
"TON",1990,95153,"Oceania"
"TTO",1990,1221900,"Americas"
"TUN",1990,8232797,"Africa"
"TUR",1990,53921699,"Asia"
"TUV",1990,9003,"Oceania"
"TZA",1990,25459604,"Africa"
"UGA",1990,17438907,"Africa"
"UKR",1990,51892000,"Europe"
"URY",1990,3109989,"Americas"
"USA",1990,249623000,"Americas"
"UZB",1990,20510000,"Asia"
"VCT",1990,107505,"Americas"
"VEN",1990,19861956,"Americas"
"VGB",1990,16461,"Americas"
"VIR",1990,103963,"Americas"
"VNM",1990,66016700,"Asia"
"VUT",1990,146634,"Oceania"
"WSM",1990,162866,"Oceania"
"YEM",1990,12057039,"Asia"
"ZAF",1990,36793490,"Africa"
"ZMB",1990,8027253,"Africa"
"ZWE",1990,10183113,"Africa"
"ABW",1991,64622,"Americas"
"AFG",1991,12993657,"Asia"
"AGO",1991,12553446,"Africa"
"ALB",1991,3266790,"Europe"
"AND",1991,56671,"Europe"
"ARE",1991,1970026,"Asia"
"ARG",1991,33193918,"Americas"
"ARM",1991,3505251,"Asia"
"ASM",1991,48375,"Oceania"
"ATG",1991,67307,"Americas"
"AUS",1991,17284000,"Oceania"
"AUT",1991,7754891,"Europe"
"AZE",1991,7271000,"Asia"
"BDI",1991,5542048,"Africa"
"BEL",1991,10004486,"Europe"
"BEN",1991,5149499,"Africa"
"BFA",1991,9050084,"Africa"
"BGD",1991,108727432,"Asia"
"BGR",1991,8632367,"Europe"
"BHR",1991,509765,"Asia"
"BHS",1991,261116,"Americas"
"BIH",1991,4371603,"Europe"
"BLR",1991,10194000,"Europe"
"BLZ",1991,191126,"Americas"
"BMU",1991,59021,"Americas"
"BOL",1991,6992521,"Americas"
"BRA",1991,151976577,"Americas"
"BRB",1991,261275,"Americas"
"BRN",1991,266274,"Asia"
"BTN",1991,537284,"Asia"
"BWA",1991,1416731,"Africa"
"CAF",1991,3014624,"Africa"
"CAN",1991,28171682,"Americas"
"CHE",1991,6799978,"Europe"
"CHL",1991,13457244,"Americas"
"CHN",1991,1150780000,"Asia"
"CIV",1991,12710008,"Africa"
"CMR",1991,12060729,"Africa"
"COD",1991,35914825,"Africa"
"COG",1991,2507772,"Africa"
"COL",1991,34916766,"Americas"
"COM",1991,423872,"Africa"
"CPV",1991,349934,"Africa"
"CRI",1991,3175649,"Americas"
"CUB",1991,10663585,"Americas"
"CUW",1991,144403,"Americas"
"CYM",1991,26213,"Americas"
"CYP",1991,783129,"Asia"
"CZE",1991,10308578,"Europe"
"DEU",1991,80013896,"Europe"
"DJI",1991,606844,"Africa"
"DMA",1991,70842,"Americas"
"DNK",1991,5154298,"Europe"
"DOM",1991,7325622,"Americas"
"DZA",1991,26554329,"Africa"
"ECU",1991,10460990,"Americas"
"EGY",1991,58752390,"Africa"
"ERI",1991,3127297,"Africa"
"ESP",1991,38966376,"Europe"
"EST",1991,1561314,"Europe"
"ETH",1991,49821083,"Africa"
"FIN",1991,5013740,"Europe"
"FJI",1991,735473,"Oceania"
"FRA",1991,58559312,"Europe"
"FRO",1991,47457,"Europe"
"FSM",1991,98799,"Oceania"
"GAB",1991,978223,"Africa"
"GBR",1991,57424897,"Europe"
"GEO",1991,4835900,"Asia"
"GHA",1991,15039514,"Africa"
"GIB",1991,29212,"Europe"
"GIN",1991,6374329,"Africa"
"GMB",1991,949493,"Africa"
"GNB",1991,1037155,"Africa"
"GNQ",1991,440624,"Africa"
"GRC",1991,10319927,"Europe"
"GRD",1991,96454,"Americas"
"GRL",1991,55500,"Americas"
"GTM",1991,9483270,"Americas"
"GUM",1991,133558,"Oceania"
"GUY",1991,744289,"Americas"
"HKG",1991,5752000,"Asia"
"HND",1991,5099951,"Americas"
"HRV",1991,4510000,"Europe"
"HTI",1991,7243391,"Americas"
"HUN",1991,10373400,"Europe"
"IDN",1991,184615979,"Asia"
"IMN",1991,69096,"Europe"
"IND",1991,888054875,"Asia"
"IRL",1991,3534235,"Europe"
"IRN",1991,57375584,"Asia"
"IRQ",1991,17942715,"Asia"
"ISL",1991,257797,"Europe"
"ISR",1991,4949000,"Asia"
"ITA",1991,56758521,"Europe"
"JAM",1991,2443689,"Americas"
"JOR",1991,3753433,"Asia"
"JPN",1991,123921000,"Asia"
"KAZ",1991,16450500,"Asia"
"KEN",1991,24179598,"Africa"
"KGZ",1991,4463600,"Asia"
"KHM",1991,9286976,"Asia"
"KIR",1991,73700,"Oceania"
"KNA",1991,41013,"Americas"
"KOR",1991,43295704,"Asia"
"KWT",1991,2035661,"Asia"
"LAO",1991,4380073,"Asia"
"LBN",1991,2752462,"Asia"
"LBR",1991,2060267,"Africa"
"LBY",1991,4544293,"Africa"
"LCA",1991,140156,"Americas"
"LIE",1991,29108,"Europe"
"LKA",1991,17306000,"Asia"
"LSO",1991,1634517,"Africa"
"LTU",1991,3704134,"Europe"
"LUX",1991,387000,"Europe"
"LVA",1991,2650581,"Europe"
"MAC",1991,353764,"Asia"
"MAF",1991,31821,"Americas"
"MAR",1991,25336862,"Africa"
"MCO",1991,29624,"Europe"
"MDA",1991,3704000,"Europe"
"MDG",1991,11942819,"Africa"
"MDV",1991,227000,"Asia"
"MEX",1991,87071512,"Americas"
"MHL",1991,48475,"Oceania"
"MKD",1991,1993302,"Europe"
"MLI",1991,8652514,"Africa"
"MLT",1991,363845,"Europe"
"MMR",1991,41190156,"Asia"
"MNE",1991,607105,"Europe"
"MNG",1991,2217918,"Asia"
"MNP",1991,45249,"Oceania"
"MOZ",1991,13591970,"Africa"
"MRT",1991,2085202,"Africa"
"MUS",1991,1070266,"Africa"
"MWI",1991,9641153,"Africa"
"MYS",1991,18529454,"Asia"
"NAM",1991,1465740,"Africa"
"NCL",1991,175362,"Oceania"
"NER",1991,8272976,"Africa"
"NGA",1991,97726323,"Africa"
"NIC",1991,4236801,"Americas"
"NLD",1991,15069798,"Europe"
"NOR",1991,4261732,"Europe"
"NPL",1991,19245054,"Asia"
"NRU",1991,9354,"Oceania"
"NZL",1991,3495100,"Oceania"
"OMN",1991,1893771,"Asia"
"PAK",1991,110730420,"Asia"
"PAN",1991,2523181,"Americas"
"PER",1991,22283128,"Americas"
"PHL",1991,63508459,"Asia"
"PLW",1991,15474,"Oceania"
"PNG",1991,4423007,"Oceania"
"POL",1991,38246193,"Europe"
"PRI",1991,3562110,"Americas"
"PRK",1991,20609150,"Asia"
"PRT",1991,9960235,"Europe"
"PRY",1991,4323410,"Americas"
"PSE",1991,2068845,"Asia"
"PYF",1991,202016,"Oceania"
"QAT",1991,487491,"Asia"
"ROU",1991,23001155,"Europe"
"RUS",1991,148624000,"Europe"
"RWA",1991,7051759,"Africa"
"SAU",1991,16867829,"Asia"
"SDN",1991,20893625,"Africa"
"SEN",1991,7789653,"Africa"
"SGP",1991,3135083,"Asia"
"SLB",1991,320753,"Oceania"
"SLE",1991,4337239,"Africa"
"SLV",1991,5326657,"Americas"
"SMR",1991,24386,"Europe"
"SOM",1991,7455936,"Africa"
"SRB",1991,7595636,"Europe"
"SSD",1991,5705378,"Africa"
"STP",1991,116294,"Africa"
"SUR",1991,415216,"Americas"
"SVK",1991,5303294,"Europe"
"SVN",1991,1999429,"Europe"
"SWE",1991,8617375,"Europe"
"SWZ",1991,885623,"Africa"
"SXM",1991,NA,"Americas"
"SYC",1991,70439,"Africa"
"SYR",1991,12815219,"Asia"
"TCA",1991,12206,"Americas"
"TCD",1991,6150081,"Africa"
"TGO",1991,3882271,"Africa"
"THA",1991,57258401,"Asia"
"TJK",1991,5400714,"Asia"
"TKM",1991,3789185,"Asia"
"TLS",1991,777011,"Asia"
"TON",1991,95333,"Oceania"
"TTO",1991,1229907,"Americas"
"TUN",1991,8417684,"Africa"
"TUR",1991,54840531,"Asia"
"TUV",1991,9053,"Oceania"
"TZA",1991,26315013,"Africa"
"UGA",1991,18040438,"Africa"
"UKR",1991,52000470,"Europe"
"URY",1991,3132050,"Americas"
"USA",1991,252981000,"Americas"
"UZB",1991,20952000,"Asia"
"VCT",1991,107814,"Americas"
"VEN",1991,20332079,"Americas"
"VGB",1991,16934,"Americas"
"VIR",1991,104807,"Americas"
"VNM",1991,67242400,"Asia"
"VUT",1991,150778,"Oceania"
"WSM",1991,164076,"Oceania"
"YEM",1991,12661614,"Asia"
"ZAF",1991,37692367,"Africa"
"ZMB",1991,8239732,"Africa"
"ZWE",1991,10443043,"Africa"
"ABW",1992,68235,"Americas"
"AFG",1992,13981231,"Asia"
"AGO",1992,12968345,"Africa"
"ALB",1992,3247039,"Europe"
"AND",1992,58888,"Europe"
"ARE",1992,2086639,"Asia"
"ARG",1992,33655151,"Americas"
"ARM",1992,3442810,"Asia"
"ASM",1992,49593,"Oceania"
"ATG",1992,68427,"Americas"
"AUS",1992,17495000,"Oceania"
"AUT",1992,7840709,"Europe"
"AZE",1992,7382000,"Asia"
"BDI",1992,5661139,"Africa"
"BEL",1992,10045158,"Europe"
"BEN",1992,5331803,"Africa"
"BFA",1992,9297113,"Africa"
"BGD",1992,111221938,"Asia"
"BGR",1992,8540164,"Europe"
"BHR",1992,523087,"Asia"
"BHS",1992,266134,"Americas"
"BIH",1992,4239154,"Europe"
"BLR",1992,10216000,"Europe"
"BLZ",1992,194317,"Americas"
"BMU",1992,58595,"Americas"
"BOL",1992,7131707,"Americas"
"BRA",1992,154564278,"Americas"
"BRB",1992,262184,"Americas"
"BRN",1992,273963,"Asia"
"BTN",1992,531525,"Asia"
"BWA",1992,1455833,"Africa"
"CAF",1992,3095807,"Africa"
"CAN",1992,28519597,"Americas"
"CHE",1992,6875364,"Europe"
"CHL",1992,13671033,"Americas"
"CHN",1992,1164970000,"Asia"
"CIV",1992,13163019,"Africa"
"CMR",1992,12408931,"Africa"
"COD",1992,37346147,"Africa"
"COG",1992,2577035,"Africa"
"COL",1992,35558682,"Americas"
"COM",1992,436448,"Africa"
"CPV",1992,359090,"Africa"
"CRI",1992,3257466,"Americas"
"CUB",1992,10733363,"Americas"
"CUW",1992,143912,"Americas"
"CYM",1992,27404,"Americas"
"CYP",1992,800609,"Asia"
"CZE",1992,10319123,"Europe"
"DEU",1992,80624598,"Europe"
"DJI",1992,615054,"Africa"
"DMA",1992,70970,"Americas"
"DNK",1992,5171370,"Europe"
"DOM",1992,7468551,"Americas"
"DZA",1992,27181094,"Africa"
"ECU",1992,10705667,"Americas"
"EGY",1992,60035536,"Africa"
"ERI",1992,3118582,"Africa"
"ESP",1992,39157685,"Europe"
"EST",1992,1533091,"Europe"
"ETH",1992,51647768,"Africa"
"FIN",1992,5041992,"Europe"
"FJI",1992,744531,"Oceania"
"FRA",1992,58851216,"Europe"
"FRO",1992,47101,"Europe"
"FSM",1992,101413,"Oceania"
"GAB",1992,1004676,"Africa"
"GBR",1992,57580402,"Europe"
"GEO",1992,4873500,"Asia"
"GHA",1992,15463854,"Africa"
"GIB",1992,29379,"Europe"
"GIN",1992,6758838,"Africa"
"GMB",1992,979718,"Africa"
"GNB",1992,1062800,"Africa"
"GNQ",1992,455148,"Africa"
"GRC",1992,10399061,"Europe"
"GRD",1992,97198,"Americas"
"GRL",1992,55300,"Americas"
"GTM",1992,9708544,"Americas"
"GUM",1992,136692,"Oceania"
"GUY",1992,748134,"Americas"
"HKG",1992,5800500,"Asia"
"HND",1992,5247836,"Americas"
"HRV",1992,4470000,"Europe"
"HTI",1992,7386975,"Americas"
"HUN",1992,10369341,"Europe"
"IDN",1992,187766086,"Asia"
"IMN",1992,69475,"Europe"
"IND",1992,906021106,"Asia"
"IRL",1992,3558430,"Europe"
"IRN",1992,58260738,"Asia"
"IRQ",1992,18458187,"Asia"
"ISL",1992,261057,"Europe"
"ISR",1992,5123000,"Asia"
"ITA",1992,56797087,"Europe"
"JAM",1992,2465362,"Americas"
"JOR",1992,3968198,"Asia"
"JPN",1992,124229000,"Asia"
"KAZ",1992,16439095,"Asia"
"KEN",1992,24963953,"Africa"
"KGZ",1992,4515400,"Asia"
"KHM",1992,9621504,"Asia"
"KIR",1992,74769,"Oceania"
"KNA",1992,41361,"Americas"
"KOR",1992,43747962,"Asia"
"KWT",1992,NA,"Asia"
"LAO",1992,4502363,"Asia"
"LBN",1992,2821862,"Asia"
"LBR",1992,2022729,"Africa"
"LBY",1992,4651004,"Africa"
"LCA",1992,141925,"Americas"
"LIE",1992,29497,"Europe"
"LKA",1992,17524000,"Asia"
"LSO",1992,1667121,"Africa"
"LTU",1992,3700114,"Europe"
"LUX",1992,392175,"Europe"
"LVA",1992,2614338,"Europe"
"MAC",1992,362459,"Asia"
"MAF",1992,32892,"Americas"
"MAR",1992,25791494,"Africa"
"MCO",1992,29863,"Europe"
"MDA",1992,3706000,"Europe"
"MDG",1992,12301336,"Africa"
"MDV",1992,234000,"Asia"
"MEX",1992,88828310,"Americas"
"MHL",1992,49378,"Oceania"
"MKD",1992,1988659,"Europe"
"MLI",1992,8868263,"Africa"
"MLT",1992,367618,"Europe"
"MMR",1992,41711465,"Asia"
"MNE",1992,608516,"Europe"
"MNG",1992,2243502,"Asia"
"MNP",1992,47919,"Oceania"
"MOZ",1992,14071231,"Africa"
"MRT",1992,2141445,"Africa"
"MUS",1992,1084441,"Africa"
"MWI",1992,9729717,"Africa"
"MYS",1992,19012724,"Asia"
"NAM",1992,1513721,"Africa"
"NCL",1992,179799,"Oceania"
"NER",1992,8549424,"Africa"
"NGA",1992,100221563,"Africa"
"NIC",1992,4331277,"Americas"
"NLD",1992,15184166,"Europe"
"NOR",1992,4286401,"Europe"
"NPL",1992,19773772,"Asia"
"NRU",1992,9544,"Oceania"
"NZL",1992,3531700,"Oceania"
"OMN",1992,1983277,"Asia"
"PAK",1992,113747135,"Asia"
"PAN",1992,2576018,"Americas"
"PER",1992,22737056,"Americas"
"PHL",1992,65075486,"Asia"
"PLW",1992,15894,"Oceania"
"PNG",1992,4535520,"Oceania"
"POL",1992,38363667,"Europe"
"PRI",1992,3585176,"Americas"
"PRK",1992,20937404,"Asia"
"PRT",1992,9952494,"Europe"
"PRY",1992,4432736,"Americas"
"PSE",1992,2163591,"Asia"
"PYF",1992,205266,"Oceania"
"QAT",1992,495517,"Asia"
"ROU",1992,22794284,"Europe"
"RUS",1992,148689000,"Europe"
"RWA",1992,6701851,"Africa"
"SAU",1992,17378833,"Asia"
"SDN",1992,21701476,"Africa"
"SEN",1992,8029725,"Africa"
"SGP",1992,3230698,"Asia"
"SLB",1992,329953,"Oceania"
"SLE",1992,4331332,"Africa"
"SLV",1992,5400331,"Americas"
"SMR",1992,24749,"Europe"
"SOM",1992,7488544,"Africa"
"SRB",1992,7646424,"Europe"
"SSD",1992,5599814,"Africa"
"STP",1992,118816,"Africa"
"SUR",1992,422763,"Americas"
"SVK",1992,5305016,"Europe"
"SVN",1992,1996498,"Europe"
"SWE",1992,8668067,"Europe"
"SWZ",1992,906034,"Africa"
"SXM",1992,NA,"Americas"
"SYC",1992,70763,"Africa"
"SYR",1992,13187085,"Asia"
"TCA",1992,12968,"Americas"
"TCD",1992,6349089,"Africa"
"TGO",1992,3973327,"Africa"
"THA",1992,57837878,"Asia"
"TJK",1992,5502976,"Asia"
"TKM",1992,3899843,"Asia"
"TLS",1992,805435,"Asia"
"TON",1992,95496,"Oceania"
"TTO",1992,1237487,"Americas"
"TUN",1992,8603225,"Africa"
"TUR",1992,55748875,"Asia"
"TUV",1992,9109,"Oceania"
"TZA",1992,27219619,"Africa"
"UGA",1992,18652889,"Africa"
"UKR",1992,52150266,"Europe"
"URY",1992,3154855,"Americas"
"USA",1992,256514000,"Americas"
"UZB",1992,21449000,"Asia"
"VCT",1992,108003,"Americas"
"VEN",1992,20799075,"Americas"
"VGB",1992,17344,"Americas"
"VIR",1992,105711,"Americas"
"VNM",1992,68450100,"Asia"
"VUT",1992,155243,"Oceania"
"WSM",1992,165570,"Oceania"
"YEM",1992,13325583,"Asia"
"ZAF",1992,38646788,"Africa"
"ZMB",1992,8452275,"Africa"
"ZWE",1992,10682868,"Africa"
"ABW",1993,72504,"Americas"
"AFG",1993,15095099,"Asia"
"AGO",1993,13403734,"Africa"
"ALB",1993,3227287,"Europe"
"AND",1993,60971,"Europe"
"ARE",1993,2207405,"Asia"
"ARG",1993,34110917,"Americas"
"ARM",1993,3363098,"Asia"
"ASM",1993,50720,"Oceania"
"ATG",1993,69938,"Americas"
"AUS",1993,17667000,"Oceania"
"AUT",1993,7905633,"Europe"
"AZE",1993,7495000,"Asia"
"BDI",1993,5771398,"Africa"
"BEL",1993,10084475,"Europe"
"BEN",1993,5521763,"Africa"
"BFA",1993,9552476,"Africa"
"BGD",1993,113695139,"Asia"
"BGR",1993,8472313,"Europe"
"BHR",1993,536213,"Asia"
"BHS",1993,271165,"Americas"
"BIH",1993,4087999,"Europe"
"BLR",1993,10239000,"Europe"
"BLZ",1993,197616,"Americas"
"BMU",1993,58910,"Americas"
"BOL",1993,7273825,"Americas"
"BRA",1993,157132682,"Americas"
"BRB",1993,263089,"Americas"
"BRN",1993,281751,"Asia"
"BTN",1993,523117,"Asia"
"BWA",1993,1494693,"Africa"
"CAF",1993,3181222,"Africa"
"CAN",1993,28833410,"Americas"
"CHE",1993,6938265,"Europe"
"CHL",1993,13882668,"Americas"
"CHN",1993,1178440000,"Asia"
"CIV",1993,13622731,"Africa"
